BusNum,Lat,Lon,AreaNum,SubName,BusName,AreaName,Vnom
110775,29.6956,-95.377,7,HOUSTON 25,HOUSTON 25 4,Coast,1
110072,29.1101,-95.9264,7,PLEDGER 1,PLEDGER 1 4,Coast,1
260111,33.014,-97.0376,5,LEWISVILLE 6,LEWISVILLE 6 4,North Central,1
111416,29.5624,-95.0893,7,WEBSTER 10,WEBSTER 10 4,Coast,1
150453,33.8625,-98.5894,2,WICHITA FALLS 11,WICHITA FALLS 11 5,North,1
170561,33.0311,-96.9572,5,LEWISVILLE 5,LEWISVILLE 5 4,North Central,1
220240,30.4551,-103.4747,1,MARATHON 2,MARATHON 2 3,Far West,1
110728,29.1676,-95.431,7,ANGLETON 6,ANGLETON 6 4,Coast,1
110298,30.2259,-95.1541,7,SPLENDORA 1,SPLENDORA 1 4,Coast,1
150140,32.6678,-97.2489,5,KENNEDALE 2,KENNEDALE 2 4,North Central,1
240206,32.0501,-100.6917,3,SILVER 1,SILVER 1 4,West,1
140286,30.4964,-97.6819,6,ROUND ROCK 13,ROUND ROCK 13 4,South Central,1
150261,32.9744,-97.2687,5,KELLER 4,KELLER 4 4,North Central,1
120485,29.3468,-98.6536,6,LACKLAND A F B 21,LACKLAND A F B 21 4,South Central,1
110104,28.7222,-96.1372,7,PALACIOS 2,PALACIOS 2 4,Coast,1
160244,28.5707,-96.8333,7,BLOOMINGTON 4,BLOOMINGTON 4 4,Coast,1
140138,30.3499,-97.7699,6,AUSTIN 39,AUSTIN 39 4,South Central,1
140259,30.5372,-97.4502,6,TAYLOR 2,TAYLOR 2 4,South Central,1
200164,26.2697,-97.867,4,SANTA ROSA 2,SANTA ROSA 2 4,South,1
140347,30.3974,-97.8426,6,CEDAR PARK 26,CEDAR PARK 26 4,South Central,1
160232,27.8175,-97.4814,4,CORPUS CHRISTI 30,CORPUS CHRISTI 30 4,South,1
220213,31.7433,-101.4934,1,GARDEN CITY 3,GARDEN CITY 3 4,Far West,1
110016,29.3807,-96.1052,7,HUNGERFORD 1,HUNGERFORD 1 4,Coast,1
170196,33.0955,-96.6288,5,ALLEN 6,ALLEN 6 4,North Central,1
170320,32.9513,-96.8545,5,ADDISON 17,ADDISON 17 4,North Central,1
250305,31.6045,-94.6571,8,NACOGDOCHES 5,NACOGDOCHES 5 3,East,1
110096,28.931,-96.2976,7,MIDFIELD 1,MIDFIELD 1 4,Coast,1
200178,26.4656,-98.4111,4,PENITAS 2,PENITAS 2 4,South,1
110444,29.577,-95.0423,7,SEABROOK 1,SEABROOK 1 5,Coast,1
130146,32.6652,-96.9137,5,DUNCANVILLE 13,DUNCANVILLE 13 4,North Central,1
110892,29.6201,-95.3119,7,PEARLAND 12,PEARLAND 12 4,Coast,1
120483,29.3468,-98.6536,6,LACKLAND A F B 21,LACKLAND A F B 21 2,South Central,13.2
111325,29.7189,-95.2319,7,GALENA PARK 21,GALENA PARK 21 3,Coast,13.2
111314,29.7248,-95.1765,7,PASADENA 7,PASADENA 7 5,Coast,13.2
120522,29.4801,-98.25,6,CONVERSE 12,CONVERSE 12 2,South Central,13.2
160195,28.7883,-97.01,7,VICTORIA 10,VICTORIA 10 4,Coast,13.2
120484,29.3468,-98.6536,6,LACKLAND A F B 21,LACKLAND A F B 21 3,South Central,13.2
190114,32.7205,-100.9952,3,IRA 3,IRA 3 3,West,13.2
110727,29.1676,-95.431,7,ANGLETON 6,ANGLETON 6 3,Coast,13.2
250351,31.9399,-94.9898,8,REKLAW 4,REKLAW 4 7,East,13.2
190116,34.1051,-101.0986,2,DOUGHERTY 1,DOUGHERTY 1 2,North,13.2
111388,29.7095,-95.4003,7,HOUSTON 51,HOUSTON 51 2,Coast,13.2
111400,29.4924,-94.9848,7,BACLIFF 3,BACLIFF 3 8,Coast,13.2
260208,32.4302,-97.0537,5,VENUS 3,VENUS 3 3,North Central,13.2
160253,27.8139,-97.4283,4,CORPUS CHRISTI 31,CORPUS CHRISTI 31 2,South,13.2
180117,26.5576,-99.1642,4,FALCON HEIGHTS 1,FALCON HEIGHTS 1 5,South,13.2
220169,32.0391,-101.22,1,FORSAN 3,FORSAN 3 2,Far West,13.2
170581,33.6191,-96.627,2,SHERMAN 6,SHERMAN 6 2,North,13.8
110989,30.1322,-95.4673,7,SPRING 21,SPRING 21 3,Coast,13.8
111373,29.7516,-94.9231,7,BAYTOWN 14,BAYTOWN 14 4,Coast,13.8
180140,27.6145,-98.7945,4,BRUNI 3,BRUNI 3 3,South,13.8
180108,28.8296,-100.5522,4,QUEMADO 5,QUEMADO 5 2,South,13.8
170565,33.5826,-96.6179,2,SHERMAN 5,SHERMAN 5 4,North,13.8
160283,27.8322,-97.4403,4,CORPUS CHRISTI 32,CORPUS CHRISTI 32 2,South,13.8
130352,32.7232,-96.9358,5,DUNCANVILLE 14,DUNCANVILLE 14 3,North Central,13.8
111288,28.9914,-95.4075,7,CLUTE 5,CLUTE 5 5,Coast,13.8
170546,33.0197,-96.962,5,LEWISVILLE 4,LEWISVILLE 4 4,North Central,13.8
170553,33.6308,-95.59,2,PARIS 7,PARIS 7 6,North,13.8
160303,27.9551,-97.3002,4,GREGORY 4,GREGORY 4 2,South,13.8
200170,26.3404,-98.19,4,EDINBURG 15,EDINBURG 15 4,South,13.8
111296,29.3782,-94.922,7,TEXAS CITY 8,TEXAS CITY 8 4,Coast,13.8
111181,29.7501,-94.9256,7,BAYTOWN 10,BAYTOWN 10 3,Coast,13.8
240198,32.3359,-100.9156,3,COLORADO CITY 3,COLORADO CITY 3 5,West,13.8
270220,29.6244,-98.1419,6,MARION 2,MARION 2 5,South Central,13.8
111322,29.837,-95.1217,7,CHANNELVIEW 14,CHANNELVIEW 14 6,Coast,13.8
120438,29.3081,-98.3242,6,ADKINS 6,ADKINS 6 2,South Central,13.8
111249,29.7592,-95.0096,7,BAYTOWN 12,BAYTOWN 12 5,Coast,13.8
240219,32.3039,-100.0217,3,TYE 3,TYE 3 2,West,13.8
140327,30.3899,-97.9073,6,CEDAR PARK 25,CEDAR PARK 25 5,South Central,13.8
260040,32.7474,-97.0354,5,GRAND PRAIRIE 10,GRAND PRAIRIE 10 3,North Central,13.8
240244,32.4694,-100.6664,3,LORAINE 3,LORAINE 3 3,West,13.8
190124,32.9264,-101.6478,1,ODONNELL 2,ODONNELL 2 4,Far West,13.8
150544,33.2149,-97.2097,5,DENTON 2,DENTON 2 6,North Central,13.8
111369,29.2878,-96.0683,7,WHARTON 3,WHARTON 3 8,Coast,13.8
130351,32.7232,-96.9358,5,DUNCANVILLE 14,DUNCANVILLE 14 2,North Central,13.8
140137,30.3499,-97.7699,6,AUSTIN 39,AUSTIN 39 3,South Central,13.8
160207,27.6065,-97.3117,4,CORPUS CHRISTI 28,CORPUS CHRISTI 28 5,South,13.8
170293,33.0086,-96.6817,5,RICHARDSON 15,RICHARDSON 15 3,North Central,13.8
240212,32.3607,-100.3389,3,SWEETWATER 2,SWEETWATER 2 2,West,13.8
260110,33.014,-97.0376,5,LEWISVILLE 6,LEWISVILLE 6 3,North Central,13.8
140328,30.3899,-97.9073,6,CEDAR PARK 25,CEDAR PARK 25 6,South Central,13.8
111232,29.6226,-95.0458,7,SEABROOK 8,SEABROOK 8 3,Coast,13.8
200168,26.3404,-98.19,4,EDINBURG 15,EDINBURG 15 2,South,13.8
190187,34.2991,-99.399,2,ODELL 2,ODELL 2 2,North,13.8
140370,30.3345,-97.6217,6,MANOR 8,MANOR 8 3,South Central,13.8
190185,35.1818,-100.9344,2,GROOM 3,GROOM 3 3,North,13.8
120476,29.429,-98.3433,6,CONVERSE 9,CONVERSE 9 2,South Central,13.8
160212,28.514,-96.7942,7,TIVOLI 4,TIVOLI 4 2,Coast,13.8
200195,26.4512,-98.1775,4,HARGILL 5,HARGILL 5 3,South,13.8
270188,29.594,-98.0407,6,MC QUEENEY 5,MC QUEENEY 5 2,South Central,13.8
160208,27.6065,-97.3117,4,CORPUS CHRISTI 28,CORPUS CHRISTI 28 6,South,13.8
110297,30.2259,-95.1541,7,SPLENDORA 1,SPLENDORA 1 3,Coast,13.8
240031,29.3703,-100.906,4,LAUGHLIN A F B 6,LAUGHLIN A F B 6 2,South,13.8
170583,33.1662,-96.1726,5,GREENVILLE 9,GREENVILLE 9 2,North Central,13.8
111213,29.4829,-95.6311,7,THOMPSONS 6,THOMPSONS 6 7,Coast,13.8
220138,30.8848,-101.9208,1,IRAAN 2,IRAAN 2 2,Far West,13.8
160219,28.6917,-96.5417,7,POINT COMFORT 5,POINT COMFORT 5 5,Coast,13.8
140358,30.1479,-97.2714,6,BASTROP 6,BASTROP 6 6,South Central,13.8
120520,29.6811,-99.7622,3,RIO FRIO 1,RIO FRIO 1 2,West,13.8
120313,29.5098,-98.6151,6,SAN ANTONIO 28,SAN ANTONIO 28 3,South Central,13.8
180126,26.3806,-98.8183,4,GRULLA 2,GRULLA 2 3,South,13.8
190120,32.9291,-101.5786,1,ODONNELL 1,ODONNELL 1 2,Far West,13.8
230290,30.6178,-96.3433,8,COLLEGE STATION 12,COLLEGE STATION 12 3,East,13.8
150524,32.3377,-97.7346,5,RAINBOW 5,RAINBOW 5 4,North Central,13.8
160216,28.6917,-96.5417,7,POINT COMFORT 5,POINT COMFORT 5 2,Coast,13.8
210358,31.2912,-97.2607,5,EDDY 2,EDDY 2 2,North Central,13.8
270215,29.7807,-97.9894,6,SAN MARCOS 7,SAN MARCOS 7 5,South Central,13.8
240293,33.3501,-99.54,2,WEINERT 2,WEINERT 2 2,North,13.8
150538,32.0788,-97.7685,5,WALNUT SPRINGS 3,WALNUT SPRINGS 3 2,North Central,13.8
111231,29.6226,-95.0458,7,SEABROOK 8,SEABROOK 8 2,Coast,13.8
110018,29.5208,-96.0832,7,EAST BERNARD 1,EAST BERNARD 1 2,Coast,13.8
110075,29.145,-96.1938,7,DANEVANG 1,DANEVANG 1 3,Coast,13.8
220151,30.9315,-102.2014,1,IRAAN 3,IRAAN 3 2,Far West,13.8
140304,30.3034,-97.6128,6,MANOR 7,MANOR 7 2,South Central,13.8
111264,29.6981,-95.2547,7,GALENA PARK 19,GALENA PARK 19 2,Coast,13.8
140072,30.2793,-97.7991,6,AUSTIN 12,AUSTIN 12 3,South Central,13.8
111415,29.5624,-95.0893,7,WEBSTER 10,WEBSTER 10 3,Coast,13.8
260211,32.4302,-97.0537,5,VENUS 3,VENUS 3 6,North Central,13.8
150432,32.7283,-97.2192,5,KENNEDALE 8,KENNEDALE 8 3,North Central,13.8
270208,29.5931,-97.9732,6,SEGUIN 10,SEGUIN 10 3,South Central,13.8
150441,32.2984,-97.7855,5,GLEN ROSE 5,GLEN ROSE 5 2,North Central,13.8
200177,26.4656,-98.4111,4,PENITAS 2,PENITAS 2 3,South,13.8
111206,29.9418,-95.5306,7,CYPRESS 54,CYPRESS 54 18,Coast,13.8
150429,33.1344,-98.6117,5,GRAHAM 3,GRAHAM 3 4,North Central,13.8
190169,34.4323,-101.2372,2,SILVERTON 1,SILVERTON 1 2,North,13.8
111392,29.2894,-96.0654,7,WHARTON 4,WHARTON 4 4,Coast,13.8
120480,29.429,-98.3433,6,CONVERSE 9,CONVERSE 9 6,South Central,13.8
230279,31.092,-96.695,8,BREMOND 4,BREMOND 4 3,East,13.8
140331,30.1457,-97.2708,6,BASTROP 5,BASTROP 5 3,South Central,13.8
150477,32.3342,-97.7317,5,RAINBOW 4,RAINBOW 4 3,North Central,13.8
111246,29.7592,-95.0096,7,BAYTOWN 12,BAYTOWN 12 2,Coast,13.8
140335,30.5581,-98.3705,6,HORSESHOE BAY 5,HORSESHOE BAY 5 2,South Central,13.8
130359,32.7563,-96.4916,5,FORNEY 3,FORNEY 3 3,North Central,13.8
111384,29.7395,-95.1947,7,GALENA PARK 23,GALENA PARK 23 2,Coast,13.8
111193,29.9418,-95.5306,7,CYPRESS 54,CYPRESS 54 5,Coast,13.8
260215,32.9192,-96.9894,5,COPPELL 11,COPPELL 11 2,North Central,13.8
150482,33.101,-97.9574,5,PERRIN 2,PERRIN 2 4,North Central,13.8
160242,28.5707,-96.8333,7,BLOOMINGTON 4,BLOOMINGTON 4 2,Coast,13.8
120445,29.2567,-98.3825,6,ELMENDORF 11,ELMENDORF 11 6,South Central,13.8
150435,32.6581,-98.3103,5,GORDON 3,GORDON 3 2,North Central,13.8
120456,28.9276,-99.0919,4,PEARSALL 6,PEARSALL 6 10,South,13.8
180137,26.6491,-99.0387,4,LOPENO 3,LOPENO 3 3,South,13.8
170360,32.8525,-96.6624,5,GARLAND 39,GARLAND 39 3,North Central,13.8
120477,29.429,-98.3433,6,CONVERSE 9,CONVERSE 9 3,South Central,13.8
170575,33.6561,-97.1486,2,GAINESVILLE 7,GAINESVILLE 7 2,North,13.8
140343,30.2099,-97.6129,6,DEL VALLE 10,DEL VALLE 10 6,South Central,13.8
111190,29.9418,-95.5306,7,CYPRESS 54,CYPRESS 54 2,Coast,13.8
200186,26.4754,-97.6911,4,RAYMONDVILLE 4,RAYMONDVILLE 4 2,South,13.8
160218,28.6917,-96.5417,7,POINT COMFORT 5,POINT COMFORT 5 4,Coast,13.8
111347,29.7134,-95.1345,7,DEER PARK 14,DEER PARK 14 2,Coast,13.8
111410,29.5376,-95.9695,7,ORCHARD 2,ORCHARD 2 2,Coast,13.8
110027,29.2599,-96.2944,7,EL CAMPO 2,EL CAMPO 2 3,Coast,13.8
160260,27.8828,-97.2428,4,INGLESIDE 4,INGLESIDE 4 5,South,13.8
150291,32.8208,-97.43,5,NAVAL AIR STATION_ JRB 5,NAVAL AIR STATION_ JRB 5 3,North Central,13.8
220245,30.9956,-102.2235,1,MC CAMEY 8,MC CAMEY 8 2,Far West,13.8
110054,29.1308,-96.455,7,LOUISE 2,LOUISE 2 2,Coast,13.8
150494,32.7246,-97.5371,5,ALEDO 8,ALEDO 8 2,North Central,13.8
140222,30.2366,-97.8981,6,MANCHACA 10,MANCHACA 10 3,South Central,13.8
230269,31.1803,-96.4866,8,FRANKLIN 6,FRANKLIN 6 3,East,13.8
220186,31.9362,-101.2983,1,FORSAN 7,FORSAN 7 3,Far West,13.8
250356,32.1246,-96.1013,8,TRINIDAD 5,TRINIDAD 5 5,East,13.8
170550,33.6308,-95.59,2,PARIS 7,PARIS 7 3,North,13.8
160202,28.8947,-97.135,7,NURSERY 3,NURSERY 3 7,Coast,13.8
150476,32.3342,-97.7317,5,RAINBOW 4,RAINBOW 4 2,North Central,13.8
190149,35.277,-102.6828,2,ADRIAN 1,ADRIAN 1 2,North,13.8
220203,30.96,-103.35,1,SARAGOSA 1,SARAGOSA 1 2,Far West,13.8
140359,30.1479,-97.2714,6,BASTROP 6,BASTROP 6 7,South Central,13.8
200163,26.2697,-97.867,4,SANTA ROSA 2,SANTA ROSA 2 3,South,13.8
150447,32.4031,-97.7006,5,GRANBURY 10,GRANBURY 10 5,North Central,13.8
220125,31.5839,-102.9633,1,WICKETT 1,WICKETT 1 7,Far West,13.8
170529,33.1708,-96.1264,5,GREENVILLE 8,GREENVILLE 8 4,North Central,13.8
190203,34.2259,-99.478,2,CHILLICOTHE 2,CHILLICOTHE 2 2,North,13.8
140357,30.1479,-97.2714,6,BASTROP 6,BASTROP 6 5,South Central,13.8
120479,29.429,-98.3433,6,CONVERSE 9,CONVERSE 9 5,South Central,13.8
111253,29.7314,-95.0839,7,DEER PARK 12,DEER PARK 12 4,Coast,13.8
111274,29.8162,-95.1077,7,CHANNELVIEW 13,CHANNELVIEW 13 6,Coast,13.8
250371,31.8908,-96.1131,8,FAIRFIELD 5,FAIRFIELD 5 6,East,13.8
170540,33.6968,-95.5577,2,PARIS 6,PARIS 6 3,North,13.8
220171,31.9915,-101.3026,1,FORSAN 4,FORSAN 4 2,Far West,13.8
160214,27.5697,-97.8228,4,BISHOP 4,BISHOP 4 2,South,13.8
111199,29.9418,-95.5306,7,CYPRESS 54,CYPRESS 54 11,Coast,13.8
210354,31.6845,-98.6034,5,PRIDDY 4,PRIDDY 4 3,North Central,13.8
110007,29.2786,-95.9966,7,LANE CITY 1,LANE CITY 1 3,Coast,13.8
270194,29.4953,-97.6249,6,COST 3,COST 3 2,South Central,13.8
150333,32.5861,-97.3413,5,BURLESON 11,BURLESON 11 3,North Central,13.8
160281,27.2231,-97.7892,4,RIVIERA 6,RIVIERA 6 3,South,13.8
220199,32.0692,-102.5856,1,GOLDSMITH 5,GOLDSMITH 5 3,Far West,13.8
120449,28.9276,-99.0919,4,PEARSALL 6,PEARSALL 6 3,South,13.8
210351,31.1151,-97.8451,5,FORT HOOD 6,FORT HOOD 6 2,North Central,13.8
220206,30.9931,-102.2708,1,MC CAMEY 3,MC CAMEY 3 3,Far West,13.8
270198,29.5376,-97.9321,6,SEGUIN 8,SEGUIN 8 2,South Central,13.8
111364,29.2878,-96.0683,7,WHARTON 3,WHARTON 3 3,Coast,13.8
220241,30.4551,-103.4747,1,MARATHON 2,MARATHON 2 4,Far West,13.8
130362,32.7563,-96.4916,5,FORNEY 3,FORNEY 3 6,North Central,13.8
160189,27.8194,-97.4192,4,CORPUS CHRISTI 27,CORPUS CHRISTI 27 2,South,13.8
130145,32.6652,-96.9137,5,DUNCANVILLE 13,DUNCANVILLE 13 3,North Central,13.8
110011,28.7913,-95.95,7,MATAGORDA 1,MATAGORDA 1 3,Coast,13.8
111119,29.736,-95.238,7,GALENA PARK 16,GALENA PARK 16 3,Coast,13.8
170544,33.0197,-96.962,5,LEWISVILLE 4,LEWISVILLE 4 2,North Central,13.8
260221,32.82,-97.05,5,EULESS 4,EULESS 4 2,North Central,13.8
240312,31.0486,-100.6231,3,ELDORADO 4,ELDORADO 4 5,West,13.8
240253,31.952,-100.7914,3,SILVER 2,SILVER 2 3,West,13.8
170259,33.0805,-96.7198,5,PLANO 15,PLANO 15 3,North Central,13.8
240266,32.1982,-100.2686,3,BLACKWELL 2,BLACKWELL 2 5,West,13.8
190182,34.0604,-101.1876,2,FLOYDADA 2,FLOYDADA 2 5,North,13.8
160233,27.8175,-97.4814,4,CORPUS CHRISTI 30,CORPUS CHRISTI 30 5,South,13.8
